,tweet,date
136,'rt : last week i mentioned i would provide a brief update this week on the status of accounting-related items at cei. the brie\xe2\x80\xa6',2021-09-29 22:26:03
137,'rt : after seeing this fake offering bs posted on $cei every fucking body should be lining up to fry these shorts!! i swear if i\xe2\x80\xa6',2021-09-29 22:25:48
138,'rt : after seeing this fake offering bs posted on $cei every fucking body should be lining up to fry these shorts!! i swear if i\xe2\x80\xa6',2021-09-29 22:24:17
139,"'rt : tbh i didn\xe2\x80\x99t see the fake or on $cei till now, but i\xe2\x80\x99m cheering for you guys to absolutely destroy shorts. that\xe2\x80\x99s bs'",2021-09-29 22:23:10
140,'rt : after seeing this fake offering bs posted on $cei every fucking body should be lining up to fry these shorts!! i swear if i\xe2\x80\xa6',2021-09-29 22:22:30
141,'rt _hwang: i bought fuk ton of $cei at 4.69 premarket trusting  and i am in red. isnt this going to 100? \n\nto the moon or\xe2\x80\xa6',2021-09-29 22:22:30
142,"'rt : tbh i didn\xe2\x80\x99t see the fake or on $cei till now, but i\xe2\x80\x99m cheering for you guys to absolutely destroy shorts. that\xe2\x80\x99s bs'",2021-09-29 22:22:15
143,"'rt : tbh i didn\xe2\x80\x99t see the fake or on $cei till now, but i\xe2\x80\x99m cheering for you guys to absolutely destroy shorts. that\xe2\x80\x99s bs'",2021-09-29 22:21:00
144,"'$cei who gives a fuck about the shorts man , or the halting stuff.  basically just revealed to all of us what a great momentum is ahead for the cei company and all its subsidiaries . im holding because of the whole industry play , they are in oil&gas and clean energy'",2021-09-29 22:20:13
145,'rt : after seeing this fake offering bs posted on $cei every fucking body should be lining up to fry these shorts!! i swear if i\xe2\x80\xa6',2021-09-29 22:19:52
146,'rt : after seeing this fake offering bs posted on $cei every fucking body should be lining up to fry these shorts!! i swear if i\xe2\x80\xa6',2021-09-29 22:19:29
147,'rt : after seeing this fake offering bs posted on $cei every fucking body should be lining up to fry these shorts!! i swear if i\xe2\x80\xa6',2021-09-29 22:19:07
148,'rt : after seeing this fake offering bs posted on $cei every fucking body should be lining up to fry these shorts!! i swear if i\xe2\x80\xa6',2021-09-29 22:18:45
149,"'rt _dark_bidder: $mitq well nice or, 9 mil backlog was trading $25 couple of months ago now $3 beaten up.. heavily shorted get in while\xe2\x80\xa6'",2021-09-29 22:18:37
150,' nope. no source yet. but someone will find who did it. either that or cei does an after close offering and it was a leak. which honestly wouldn\xe2\x80\x99t shock me',2021-09-29 22:17:51
151,"' \nhelp us help you, don\xe2\x80\x99t do anything irrational with share offering or bad press, you have over 100% short interest on your company we,ll look after that problem and make sure cei has enough capital to operate in the next couple of weeks when the stock is worth $20'",2021-09-29 22:17:34
152,'rt : after seeing this fake offering bs posted on $cei every fucking body should be lining up to fry these shorts!! i swear if i\xe2\x80\xa6',2021-09-29 22:17:11
153,'rt : last week i mentioned i would provide a brief update this week on the status of accounting-related items at cei. the brie\xe2\x80\xa6',2021-09-29 22:16:50
154,"'rt : tbh i didn\xe2\x80\x99t see the fake or on $cei till now, but i\xe2\x80\x99m cheering for you guys to absolutely destroy shorts. that\xe2\x80\x99s bs'",2021-09-29 22:16:44
155,"'you know if i say eat your own cum or send \xc2\xa350, your gonna have to make a choice. like i will block if you don\xe2\x80\x99t. think about that robert.\n\nfindom cei paypig cuck finsub'",2021-09-29 22:16:24
156,"""i didn't plan on doubling my position, but i also didn't count on a dipshit circulating a fake offering. doubling down tomorrow for better or worse on principle alone $cei""",2021-09-29 22:15:49
157,'rt : after seeing this fake offering bs posted on $cei every fucking body should be lining up to fry these shorts!! i swear if i\xe2\x80\xa6',2021-09-29 22:15:41
158,'rt : after seeing this fake offering bs posted on $cei every fucking body should be lining up to fry these shorts!! i swear if i\xe2\x80\xa6',2021-09-29 22:15:22
159,'i bought fuk ton of $cei at 4.69 premarket trusting  and i am in red. isnt this going to 100? \n\nto the moon or to the $rope!',2021-09-29 22:15:18
160,'rt : after seeing this fake offering bs posted on $cei every fucking body should be lining up to fry these shorts!! i swear if i\xe2\x80\xa6',2021-09-29 22:15:05
161,"'rt : tbh i didn\xe2\x80\x99t see the fake or on $cei till now, but i\xe2\x80\x99m cheering for you guys to absolutely destroy shorts. that\xe2\x80\x99s bs'",2021-09-29 22:15:02
162,"'rt : tbh i didn\xe2\x80\x99t see the fake or on $cei till now, but i\xe2\x80\x99m cheering for you guys to absolutely destroy shorts. that\xe2\x80\x99s bs'",2021-09-29 22:14:48
163,'rt : after seeing this fake offering bs posted on $cei every fucking body should be lining up to fry these shorts!! i swear if i\xe2\x80\xa6',2021-09-29 22:14:32
164,"'rt _lee_chit_: wow!! all of these acquisitions and $cei owns 73% of viking. and per the ceo, after  the 10-k is filed on or before novem\xe2\x80\xa6'",2021-09-29 22:14:30
165,'almost at 600 followers and i will only accept sends of 60 600 or 60000$\xf0\x9f\x98\x87\n\nfindom findomme brattydomme finbrat paypig rinse drain skype sessions worship feet goddess paypig rinse whalesub finsub humanatm cashmeet cashmaster cei joi sph cuck beta sissyfication denial humiliation ',2021-09-29 22:14:28
166,'rt : after seeing this fake offering bs posted on $cei every fucking body should be lining up to fry these shorts!! i swear if i\xe2\x80\xa6',2021-09-29 22:13:53
167,"""$mitq well nice or, 9 mil backlog was trading $25 couple of months ago now $3 beaten up.. heavily shorted get in while it's cheap at bottom so you dont have to chase.. be smart about you entries low risk / high reward.. i\xe2\x80\x99m talking to you $cei $fami $palt $grom folks """,2021-09-29 22:13:15
168,"'rt : tbh i didn\xe2\x80\x99t see the fake or on $cei till now, but i\xe2\x80\x99m cheering for you guys to absolutely destroy shorts. that\xe2\x80\x99s bs'",2021-09-29 22:13:07
169,'rt : after seeing this fake offering bs posted on $cei every fucking body should be lining up to fry these shorts!! i swear if i\xe2\x80\xa6',2021-09-29 22:12:52
170,"'rt : tbh i didn\xe2\x80\x99t see the fake or on $cei till now, but i\xe2\x80\x99m cheering for you guys to absolutely destroy shorts. that\xe2\x80\x99s bs'",2021-09-29 22:12:42
171,'rt : after seeing this fake offering bs posted on $cei every fucking body should be lining up to fry these shorts!! i swear if i\xe2\x80\xa6',2021-09-29 22:12:38
172,"'rt : tbh i didn\xe2\x80\x99t see the fake or on $cei till now, but i\xe2\x80\x99m cheering for you guys to absolutely destroy shorts. that\xe2\x80\x99s bs'",2021-09-29 22:12:34
173,'rt : after seeing this fake offering bs posted on $cei every fucking body should be lining up to fry these shorts!! i swear if i\xe2\x80\xa6',2021-09-29 22:12:28
174,"""i watched $cei from .72 and never jumped in. this fake offering? fuck. you. \n\ni'm in. miami or death.""",2021-09-29 22:11:35
175,"'rt : tbh i didn\xe2\x80\x99t see the fake or on $cei till now, but i\xe2\x80\x99m cheering for you guys to absolutely destroy shorts. that\xe2\x80\x99s bs'",2021-09-29 22:11:16
176,"'rt : tbh i didn\xe2\x80\x99t see the fake or on $cei till now, but i\xe2\x80\x99m cheering for you guys to absolutely destroy shorts. that\xe2\x80\x99s bs'",2021-09-29 22:11:16
177,'rt : after seeing this fake offering bs posted on $cei every fucking body should be lining up to fry these shorts!! i swear if i\xe2\x80\xa6',2021-09-29 22:10:59
178,"'rt : tbh i didn\xe2\x80\x99t see the fake or on $cei till now, but i\xe2\x80\x99m cheering for you guys to absolutely destroy shorts. that\xe2\x80\x99s bs'",2021-09-29 22:10:46
179,'rt : after seeing this fake offering bs posted on $cei every fucking body should be lining up to fry these shorts!! i swear if i\xe2\x80\xa6',2021-09-29 22:10:32
180,"'rt : tbh i didn\xe2\x80\x99t see the fake or on $cei till now, but i\xe2\x80\x99m cheering for you guys to absolutely destroy shorts. that\xe2\x80\x99s bs'",2021-09-29 22:10:09
181,"'rt : tbh i didn\xe2\x80\x99t see the fake or on $cei till now, but i\xe2\x80\x99m cheering for you guys to absolutely destroy shorts. that\xe2\x80\x99s bs'",2021-09-29 22:10:04
182,"'rt : tbh i didn\xe2\x80\x99t see the fake or on $cei till now, but i\xe2\x80\x99m cheering for you guys to absolutely destroy shorts. that\xe2\x80\x99s bs'",2021-09-29 22:10:02
183,"'rt : tbh i didn\xe2\x80\x99t see the fake or on $cei till now, but i\xe2\x80\x99m cheering for you guys to absolutely destroy shorts. that\xe2\x80\x99s bs'",2021-09-29 22:09:59
184,"'tbh i didn\xe2\x80\x99t see the fake or on $cei till now, but i\xe2\x80\x99m cheering for you guys to absolutely destroy shorts. that\xe2\x80\x99s bs'",2021-09-29 22:09:41
185,"'rt _lee_chit_: wow!! all of these acquisitions and $cei owns 73% of viking. and per the ceo, after  the 10-k is filed on or before novem\xe2\x80\xa6'",2021-09-29 22:09:38
186,'rt : i never average up or down. i scale in and i scale out. $bbig $ggpi $lcid $cgc $cei $fami',2021-09-29 22:09:37
187,'rt : after seeing this fake offering bs posted on $cei every fucking body should be lining up to fry these shorts!! i swear if i\xe2\x80\xa6',2021-09-29 22:09:29
188,'rt : after seeing this fake offering bs posted on $cei every fucking body should be lining up to fry these shorts!! i swear if i\xe2\x80\xa6',2021-09-29 22:08:57
189,' is it worth going yolo on cei? or am i late to the party?',2021-09-29 22:08:57
190,'rt : after seeing this fake offering bs posted on $cei every fucking body should be lining up to fry these shorts!! i swear if i\xe2\x80\xa6',2021-09-29 22:08:16
191,'rt : after seeing this fake offering bs posted on $cei every fucking body should be lining up to fry these shorts!! i swear if i\xe2\x80\xa6',2021-09-29 22:07:06
192,"'if you are overnighting $cei or $dats, you my friend, have balls of steel.\n\ncei was almost 5 today, 3.60 now.\ndats was 18.5 today, 13.30'",2021-09-29 22:06:55
193,'rt : after seeing this fake offering bs posted on $cei every fucking body should be lining up to fry these shorts!! i swear if i\xe2\x80\xa6',2021-09-29 22:05:49
194,'rt : after seeing this fake offering bs posted on $cei every fucking body should be lining up to fry these shorts!! i swear if i\xe2\x80\xa6',2021-09-29 22:05:22
195,'rt : after seeing this fake offering bs posted on $cei every fucking body should be lining up to fry these shorts!! i swear if i\xe2\x80\xa6',2021-09-29 22:05:08
196,"'rt _lee_chit_: wow!! all of these acquisitions and $cei owns 73% of viking. and per the ceo, after  the 10-k is filed on or before novem\xe2\x80\xa6'",2021-09-29 22:05:06
197,'rt : after seeing this fake offering bs posted on $cei every fucking body should be lining up to fry these shorts!! i swear if i\xe2\x80\xa6',2021-09-29 22:04:55
198,'rt : after seeing this fake offering bs posted on $cei every fucking body should be lining up to fry these shorts!! i swear if i\xe2\x80\xa6',2021-09-29 22:04:48
199,'rt : after seeing this fake offering bs posted on $cei every fucking body should be lining up to fry these shorts!! i swear if i\xe2\x80\xa6',2021-09-29 22:04:27
200,"'rt _lee_chit_: wow!! all of these acquisitions and $cei owns 73% of viking. and per the ceo, after  the 10-k is filed on or before novem\xe2\x80\xa6'",2021-09-29 22:04:25
201,'rt : after seeing this fake offering bs posted on $cei every fucking body should be lining up to fry these shorts!! i swear if i\xe2\x80\xa6',2021-09-29 22:03:34
202,"'wow!! all of these acquisitions and $cei owns 73% of viking. and per the ceo, after  the 10-k is filed on or before november 19, the merger will be executed for the remaining equity interest. ho lee chit!  . '",2021-09-29 22:03:15
203,'rt : after seeing this fake offering bs posted on $cei every fucking body should be lining up to fry these shorts!! i swear if i\xe2\x80\xa6',2021-09-29 22:01:54
204,'rt : after seeing this fake offering bs posted on $cei every fucking body should be lining up to fry these shorts!! i swear if i\xe2\x80\xa6',2021-09-29 22:01:49
205,'rt : after seeing this fake offering bs posted on $cei every fucking body should be lining up to fry these shorts!! i swear if i\xe2\x80\xa6',2021-09-29 22:01:21
206,'rt : after seeing this fake offering bs posted on $cei every fucking body should be lining up to fry these shorts!! i swear if i\xe2\x80\xa6',2021-09-29 22:00:19
207,'rt : after seeing this fake offering bs posted on $cei every fucking body should be lining up to fry these shorts!! i swear if i\xe2\x80\xa6',2021-09-29 21:59:24
208,'rt : after seeing this fake offering bs posted on $cei every fucking body should be lining up to fry these shorts!! i swear if i\xe2\x80\xa6',2021-09-29 21:59:08
209,"""rt : shorts can't afford to let $cei get back over 3.70s.. or they'll be running into 8pm est.""",2021-09-29 21:58:51
210,'rt : after seeing this fake offering bs posted on $cei every fucking body should be lining up to fry these shorts!! i swear if i\xe2\x80\xa6',2021-09-29 21:57:37
211,'rt : after seeing this fake offering bs posted on $cei every fucking body should be lining up to fry these shorts!! i swear if i\xe2\x80\xa6',2021-09-29 21:57:33
212,'rt : after seeing this fake offering bs posted on $cei every fucking body should be lining up to fry these shorts!! i swear if i\xe2\x80\xa6',2021-09-29 21:57:25
213,"""rt : shorts can't afford to let $cei get back over 3.70s.. or they'll be running into 8pm est.""",2021-09-29 21:57:18
214,'rt : after seeing this fake offering bs posted on $cei every fucking body should be lining up to fry these shorts!! i swear if i\xe2\x80\xa6',2021-09-29 21:56:21
215,'rt : after seeing this fake offering bs posted on $cei every fucking body should be lining up to fry these shorts!! i swear if i\xe2\x80\xa6',2021-09-29 21:55:33
216,"""shorts can't afford to let $cei get back over 3.70s.. or they'll be running into 8pm est.""",2021-09-29 21:55:16
217,'rt : after seeing this fake offering bs posted on $cei every fucking body should be lining up to fry these shorts!! i swear if i\xe2\x80\xa6',2021-09-29 21:54:41
218,'rt : after seeing this fake offering bs posted on $cei every fucking body should be lining up to fry these shorts!! i swear if i\xe2\x80\xa6',2021-09-29 21:54:13
219,'rt : after seeing this fake offering bs posted on $cei every fucking body should be lining up to fry these shorts!! i swear if i\xe2\x80\xa6',2021-09-29 21:53:57
220,'rt : after seeing this fake offering bs posted on $cei every fucking body should be lining up to fry these shorts!! i swear if i\xe2\x80\xa6',2021-09-29 21:53:56
221,'rt : after seeing this fake offering bs posted on $cei every fucking body should be lining up to fry these shorts!! i swear if i\xe2\x80\xa6',2021-09-29 21:53:39
222,'made some lousy trades on $cei which resulted in further loss. was up $2.5k at one point but lost it all holding in the wrong direction. was also multi tasking with work and wasn\xe2\x80\x99t on my trading computer. learnt to trade seriously or don\xe2\x80\x99t trade at all.  ',2021-09-29 21:53:33
223,"'rt _: everyone in our group chat that got in on $cei is eating in some way.. doesn\xe2\x80\x99t matter if you got 100 shares or 2000 shares, w\xe2\x80\xa6'",2021-09-29 21:53:10
224,'rt : after seeing this fake offering bs posted on $cei every fucking body should be lining up to fry these shorts!! i swear if i\xe2\x80\xa6',2021-09-29 21:51:36
225,"""  rsi is pretty high on cei. i'll hold off on buying it until it dips. most of the sentiment regarding $gme is that it's a great long term investment as they transition into a tech company. do you see long term value in cei or just for swing trading?""",2021-09-29 21:51:17
