,tweet,date
275,'rt : after seeing this fake offering bs posted on $cei every fucking body should be lining up to fry these shorts!! i swear if i\xe2\x80\xa6',2021-09-29 21:17:12
276,"'_boogie512  lmao. same boat.  lost my ass on aht. down bad on wish. didn\xe2\x80\x99t jump in dats or cei. so you\xe2\x80\x99re welcome to anyone in on dats and cei, i have the worse luck'",2021-09-29 21:16:29
277,'rt : after seeing this fake offering bs posted on $cei every fucking body should be lining up to fry these shorts!! i swear if i\xe2\x80\xa6',2021-09-29 21:16:23
278,'rt : after seeing this fake offering bs posted on $cei every fucking body should be lining up to fry these shorts!! i swear if i\xe2\x80\xa6',2021-09-29 21:16:21
279,'rt : after seeing this fake offering bs posted on $cei every fucking body should be lining up to fry these shorts!! i swear if i\xe2\x80\xa6',2021-09-29 21:16:20
280,"'rt : $cei swinged long from yday, sold into squeeze in pieces as it pushed higher, went short pop after collapse. 0 bias, c\xe2\x80\xa6'",2021-09-29 21:16:17
281,'rt : after seeing this fake offering bs posted on $cei every fucking body should be lining up to fry these shorts!! i swear if i\xe2\x80\xa6',2021-09-29 21:16:07
282,'rt : after seeing this fake offering bs posted on $cei every fucking body should be lining up to fry these shorts!! i swear if i\xe2\x80\xa6',2021-09-29 21:15:48
283,'rt : after seeing this fake offering bs posted on $cei every fucking body should be lining up to fry these shorts!! i swear if i\xe2\x80\xa6',2021-09-29 21:15:23
284,'rt : after seeing this fake offering bs posted on $cei every fucking body should be lining up to fry these shorts!! i swear if i\xe2\x80\xa6',2021-09-29 21:14:51
285,'rt : after seeing this fake offering bs posted on $cei every fucking body should be lining up to fry these shorts!! i swear if i\xe2\x80\xa6',2021-09-29 21:13:59
286,'rt : after seeing this fake offering bs posted on $cei every fucking body should be lining up to fry these shorts!! i swear if i\xe2\x80\xa6',2021-09-29 21:13:34
287,"'$fami up 16% after hours! i repeat, social media should never be ignored these days. \n\nthis bot has worked wayy better than i imagined, making it live right away in a day or two! absolutely amazing \xf0\x9f\x98\x8d\n\ncaught the following with it.\n$cei\n$nakd\n$lcid\n$inmd\n$palt '",2021-09-29 21:13:30
288,'rt : after seeing this fake offering bs posted on $cei every fucking body should be lining up to fry these shorts!! i swear if i\xe2\x80\xa6',2021-09-29 21:12:14
289,'rt : after seeing this fake offering bs posted on $cei every fucking body should be lining up to fry these shorts!! i swear if i\xe2\x80\xa6',2021-09-29 21:12:01
290,'rt : after seeing this fake offering bs posted on $cei every fucking body should be lining up to fry these shorts!! i swear if i\xe2\x80\xa6',2021-09-29 21:11:40
291,'rt : after seeing this fake offering bs posted on $cei every fucking body should be lining up to fry these shorts!! i swear if i\xe2\x80\xa6',2021-09-29 21:11:26
292,'rt : after seeing this fake offering bs posted on $cei every fucking body should be lining up to fry these shorts!! i swear if i\xe2\x80\xa6',2021-09-29 21:11:10
293,'rt : after seeing this fake offering bs posted on $cei every fucking body should be lining up to fry these shorts!! i swear if i\xe2\x80\xa6',2021-09-29 21:11:03
294,'rt : after seeing this fake offering bs posted on $cei every fucking body should be lining up to fry these shorts!! i swear if i\xe2\x80\xa6',2021-09-29 21:10:34
295,'rt : after seeing this fake offering bs posted on $cei every fucking body should be lining up to fry these shorts!! i swear if i\xe2\x80\xa6',2021-09-29 21:10:29
296,'rt : after seeing this fake offering bs posted on $cei every fucking body should be lining up to fry these shorts!! i swear if i\xe2\x80\xa6',2021-09-29 21:08:50
297,'rt : after seeing this fake offering bs posted on $cei every fucking body should be lining up to fry these shorts!! i swear if i\xe2\x80\xa6',2021-09-29 21:08:45
298,'rt : after seeing this fake offering bs posted on $cei every fucking body should be lining up to fry these shorts!! i swear if i\xe2\x80\xa6',2021-09-29 21:08:13
299,'i shares available 100 mil float 1 billion in volume no one sold and it was halted 4 times . y\xe2\x80\x99all think we gonna squeeze amc when they could even let game stop or cei squeeze i mean get real we need to stop this goofy to the moon and start making some real noise -',2021-09-29 21:08:10
300,'rt : after seeing this fake offering bs posted on $cei every fucking body should be lining up to fry these shorts!! i swear if i\xe2\x80\xa6',2021-09-29 21:08:07
301,'rt : after seeing this fake offering bs posted on $cei every fucking body should be lining up to fry these shorts!! i swear if i\xe2\x80\xa6',2021-09-29 21:08:03
302,'rt : after seeing this fake offering bs posted on $cei every fucking body should be lining up to fry these shorts!! i swear if i\xe2\x80\xa6',2021-09-29 21:08:02
303,'rt : after seeing this fake offering bs posted on $cei every fucking body should be lining up to fry these shorts!! i swear if i\xe2\x80\xa6',2021-09-29 21:07:39
304,'rt : after seeing this fake offering bs posted on $cei every fucking body should be lining up to fry these shorts!! i swear if i\xe2\x80\xa6',2021-09-29 21:07:14
305,'rt : after seeing this fake offering bs posted on $cei every fucking body should be lining up to fry these shorts!! i swear if i\xe2\x80\xa6',2021-09-29 21:07:03
306,'rt : after seeing this fake offering bs posted on $cei every fucking body should be lining up to fry these shorts!! i swear if i\xe2\x80\xa6',2021-09-29 21:06:22
307,'i never average up or down. i scale in and i scale out. $bbig $ggpi $lcid $cgc $cei $fami',2021-09-29 21:06:20
308,'rt : after seeing this fake offering bs posted on $cei every fucking body should be lining up to fry these shorts!! i swear if i\xe2\x80\xa6',2021-09-29 21:06:06
309,'rt : after seeing this fake offering bs posted on $cei every fucking body should be lining up to fry these shorts!! i swear if i\xe2\x80\xa6',2021-09-29 21:05:57
310,'rt : after seeing this fake offering bs posted on $cei every fucking body should be lining up to fry these shorts!! i swear if i\xe2\x80\xa6',2021-09-29 21:05:56
311,'rt : after seeing this fake offering bs posted on $cei every fucking body should be lining up to fry these shorts!! i swear if i\xe2\x80\xa6',2021-09-29 21:05:27
312,'rt : after seeing this fake offering bs posted on $cei every fucking body should be lining up to fry these shorts!! i swear if i\xe2\x80\xa6',2021-09-29 21:05:24
313,'rt : after seeing this fake offering bs posted on $cei every fucking body should be lining up to fry these shorts!! i swear if i\xe2\x80\xa6',2021-09-29 21:05:08
314,'rt : after seeing this fake offering bs posted on $cei every fucking body should be lining up to fry these shorts!! i swear if i\xe2\x80\xa6',2021-09-29 21:04:51
315,'rt : after seeing this fake offering bs posted on $cei every fucking body should be lining up to fry these shorts!! i swear if i\xe2\x80\xa6',2021-09-29 21:04:45
316,'rt : after seeing this fake offering bs posted on $cei every fucking body should be lining up to fry these shorts!! i swear if i\xe2\x80\xa6',2021-09-29 21:04:44
317,'rt : after seeing this fake offering bs posted on $cei every fucking body should be lining up to fry these shorts!! i swear if i\xe2\x80\xa6',2021-09-29 21:04:44
318,'rt : after seeing this fake offering bs posted on $cei every fucking body should be lining up to fry these shorts!! i swear if i\xe2\x80\xa6',2021-09-29 21:04:25
319,'rt : after seeing this fake offering bs posted on $cei every fucking body should be lining up to fry these shorts!! i swear if i\xe2\x80\xa6',2021-09-29 21:04:14
320,'rt : after seeing this fake offering bs posted on $cei every fucking body should be lining up to fry these shorts!! i swear if i\xe2\x80\xa6',2021-09-29 21:04:13
321,'rt : after seeing this fake offering bs posted on $cei every fucking body should be lining up to fry these shorts!! i swear if i\xe2\x80\xa6',2021-09-29 21:04:12
322,'rt : after seeing this fake offering bs posted on $cei every fucking body should be lining up to fry these shorts!! i swear if i\xe2\x80\xa6',2021-09-29 21:03:59
323,'rt : after seeing this fake offering bs posted on $cei every fucking body should be lining up to fry these shorts!! i swear if i\xe2\x80\xa6',2021-09-29 21:02:58
324,'rt : after seeing this fake offering bs posted on $cei every fucking body should be lining up to fry these shorts!! i swear if i\xe2\x80\xa6',2021-09-29 21:01:34
325,'rt : after seeing this fake offering bs posted on $cei every fucking body should be lining up to fry these shorts!! i swear if i\xe2\x80\xa6',2021-09-29 21:00:56
326,'rt : after seeing this fake offering bs posted on $cei every fucking body should be lining up to fry these shorts!! i swear if i\xe2\x80\xa6',2021-09-29 21:00:11
327,'rt : after seeing this fake offering bs posted on $cei every fucking body should be lining up to fry these shorts!! i swear if i\xe2\x80\xa6',2021-09-29 21:00:08
328,'rt : after seeing this fake offering bs posted on $cei every fucking body should be lining up to fry these shorts!! i swear if i\xe2\x80\xa6',2021-09-29 20:59:56
329,'rt : after seeing this fake offering bs posted on $cei every fucking body should be lining up to fry these shorts!! i swear if i\xe2\x80\xa6',2021-09-29 20:59:53
330,'rt : after seeing this fake offering bs posted on $cei every fucking body should be lining up to fry these shorts!! i swear if i\xe2\x80\xa6',2021-09-29 20:59:47
331,'rt : after seeing this fake offering bs posted on $cei every fucking body should be lining up to fry these shorts!! i swear if i\xe2\x80\xa6',2021-09-29 20:59:45
332,'rt : after seeing this fake offering bs posted on $cei every fucking body should be lining up to fry these shorts!! i swear if i\xe2\x80\xa6',2021-09-29 20:59:31
333,'rt : after seeing this fake offering bs posted on $cei every fucking body should be lining up to fry these shorts!! i swear if i\xe2\x80\xa6',2021-09-29 20:59:30
334,'rt : after seeing this fake offering bs posted on $cei every fucking body should be lining up to fry these shorts!! i swear if i\xe2\x80\xa6',2021-09-29 20:59:28
335,'after seeing this fake offering bs posted on $cei every fucking body should be lining up to fry these shorts!! i swear if i see anyone bashing any stock whether i\xe2\x80\x99m in it or not i\xe2\x80\x99m insta blocking. you\xe2\x80\x99re either on this side or you\xe2\x80\x99re not. draw a line in the fucking sand!!! ',2021-09-29 20:59:00
336,'is any latina white ebony asian or russian women willing to sell me there worn stinky socks and content and sessions i\xe2\x80\x99m 24 years old and in oregon i have money findom cuckold loser pig paypig paypiggy sugardaddy finsub finsubs fincuck pov cei sph walletslave humanatm cuck simps',2021-09-29 20:54:41
337,"""hello losers \nyour owner is available!\nbe my slave, be my pet! \ni'm your queen and you owe me everything\n~ cei\n~ joi\n~ cbt\n~ sph\nkik jimenasxxx \xf0\x9f\x8d\x93\xf0\x9f\x8d\x92\nor \ndm \n\xe2\x80\xa2 findom cashslave paypig moneyslave financialdomination humanatm rtgame \xe2\x80\xa2""",2021-09-29 20:54:40
338,' should i pull out or keep holding ',2021-09-29 20:50:45
339,"' both $cei & $dats cool off was needed, if anyone want to enter wait &  look for consolidation and confirmation  when bounce from support. use 10 or 15 mins chart to determine the entry, as shorts are very active now...'",2021-09-29 20:50:45
340,' i get the whole healthy pullback when a stock is running. but does it seem odd both dats and cei dipped big simultaneously? or is this over thinking?',2021-09-29 20:49:36
341,' if theres manipulation going on thats you and zack tweeting about $cei and making desperate people buy at key levels. the question is are you actually stupid or are you playing stupid?',2021-09-29 20:46:11
342,"""what 4 or 5 suspensions with $cei in the matter of of like an hour and a half? fuckery! i hope yall a re loaded cause these plutocrats deserve what's about to come""",2021-09-29 20:43:47
343,"'rt _lee_chit_:  yeah it\xe2\x80\x99s bs. per my understanding, until the 10-k is released and financials become current for $cei (which i\xe2\x80\xa6'",2021-09-29 20:43:37
344,"'rt _lee_chit_:  yeah it\xe2\x80\x99s bs. per my understanding, until the 10-k is released and financials become current for $cei (which i\xe2\x80\xa6'",2021-09-29 20:43:13
345,' &  it? or will we see another run tomorrow',2021-09-29 20:42:23
346,"' yeah it\xe2\x80\x99s bs. per my understanding, until the 10-k is released and financials become current for $cei (which is due by or before november 19) there will be no more diluting of shares as all resources are being utilized to prepare the audited financials.'",2021-09-29 20:41:47
347,""" this is what a fight with short-sellers who decide to pile on all at once (or at a particular price point) looks like\n\n...my suspicion is they thought they'd have the most buy ins just ahead of the highly publicized $5 pt\n\n$cei """,2021-09-29 20:38:38
348,'cei.   has now an interesting gap to fill.  sorry if you sold or didn\xe2\x80\x99t buy any here !!!!',2021-09-29 20:38:07
349,"""rt : first sign of literal bull candle buying after hours .. the candles you're seeing are heikenashi candles ..they're either se\xe2\x80\xa6""",2021-09-29 20:36:45
350,"""first sign of literal bull candle buying after hours .. the candles you're seeing are heikenashi candles ..they're either sellers(red) or buyers(green) .. $cei .. 2.99 and 3.29 has proven to hold a mammoth sellof .. let's see how proce action behaves here on end .. """,2021-09-29 20:36:08
351,'$cei this shit is retarded i swear..  if you wankers are complaining that your bag holding without a risk management plan in play - you should stop fcking trading or take some classes or study more or have a set of rules! \xf0\x9f\xa4\xa6\xf0\x9f\x8f\xbd\xe2\x80\x8d\xe2\x99\x82\xef\xb8\x8f this was straight money from my mid .40\xe2\x80\x99s entry \xf0\x9f\xa4\x91\xf0\x9f\xa4\x91 ',2021-09-29 20:34:30
352,"'$cei remains my top focus, for all these other pennies to run cei needs to carry the torch! were going to miami whether these shorts like it or not'",2021-09-29 20:33:20
353,"' cei has been a solid day trade of 20% for a bit, been loving it.  didn\xe2\x80\x99t even break the tl on 30min/1hr chart.  still gonna scalp it one way or the other!'",2021-09-29 20:30:05
354,"'    $cei based on your reply i can see three things\n\n1. you are not good at math. 3.5 mil to borrow, or 35 mil  dont mean shit when u trade 922 mil\n\n2. the short interest has grown substantially today which will add fuel to fire\n\n3. u r a short who will be scrambling 2 cover tomorrow'",2021-09-29 20:29:21
355,'what are you guys think stay in or take profits with $cei',2021-09-29 20:28:55
356,"""day 17 500 to 50k.  +268 over last 2 days just let cei make me money\n\ncurrent 2448.50\n\ni sold today at lunch. i made money i'm good. back at it tomorrow full speed ahead.  not looking for a homerun. \n\npry play 1 or 2 plays a day. still looking for $200-$300 a day next 2 of them.""",2021-09-29 20:26:34
357,"'rt : just for fun ... do you think $cei is done, or is this just a dip?'",2021-09-29 20:23:17
358,'$fami absolutely ripping after hours. theres a large gap to fill back to .90 chart bottomed out and macd has reset on the daily. this stock could definitely pull a $cei in the coming weeks or even days. fasten your seat belts \xf0\x9f\x93\x88 ',2021-09-29 20:22:23
359,' $cei should i be pissed off at myself for not selling at 4.80 or should i be happy to have kept my 10k shares?\xf0\x9f\xa4\x94',2021-09-29 20:22:13
360,'is any latina white ebony asian or russian women willing to sell me there worn stinky socks and content and sessions i\xe2\x80\x99m 24 years old and in oregon i have money findom cuckold loser pig paypig paypiggy sugardaddy finsub finsubs fincuck pov cei sph walletslave humanatm cuck simp',2021-09-29 20:17:05
361,'_ fami and cei \xf0\x9f\x92\xb0\xf0\x9f\x92\xb0\xe2\x80\xa6still playing ater or did u stop out of it?',2021-09-29 20:10:42
362,'what happened with cei around 1 today  ? shorts cover or who sold some stock or did they borrow more?',2021-09-29 20:10:31
363,'if you can\xe2\x80\x99t handle dips you shouldn\xe2\x80\x99t be trading. we are riding $cei to $10 with  and . buckle up or gtfo!! ',2021-09-29 20:05:59
364,"""took out my initial investment on $cei yesterday for 84% gain. now it's all house money being played with. now let's see if holding is a good idea or not. should be a good learning experience""",2021-09-29 20:05:33
365,'_rocktrading did you hold your dats and cei brother or you out?',2021-09-29 20:02:51
366,'$cei to $5 or more by 5am tomorrow. hodl',2021-09-29 20:01:23
367,"' oh it happened to me today and i paid for it. then had to scramble and make it all back. im just saying on names like cei u def gotta use stops after the entry, automatically. something like aapl or whatever u j... '",2021-09-29 20:01:11
368,' seshs today boys! \n\xf0\x9f\x92\xa5 cock ratings\n\xf0\x9f\x92\xa5 public humiliation\n\xf0\x9f\x92\xa5 cei\n\xf0\x9f\x92\xa5 joi\n\xf0\x9f\x92\xa5 sch\n\xf0\x9f\x92\xa5 smoking\n\xf0\x9f\x92\xa5 spit fetish\n\xf0\x9f\x92\xa5 strap on\n\xf0\x9f\x92\xa5 foot worship\n\xf0\x9f\x92\xa5 role play & more\nsend $25 min to approach\nsend 1st or be blocked! \n$25 min.\n _promo2k _dommes _rt  \n\nbbw ',2021-09-29 20:01:00
369,"""those in $cciv early days know all the games played on the road to $60. $cei will be no different from this point on. cei is on everyone's radar. hunker down or move on kids.""",2021-09-29 19:59:16
370,"'absolutely\xe2\x80\xa6 before the short attack the volume was about 600,000 . now it is about 930 million. they probably shorted about 150 million shares or even more\xe2\x80\xa6 that will need to be covered as the retail presses .. $cei '",2021-09-29 19:58:14
371,"'$cei swinged long from yday, sold into squeeze in pieces as it pushed higher, went short pop after collapse. 0 bias, couldnt care less who or what or where. \n$grom cut and gain.\n$palt avoided squeeze. '",2021-09-29 19:53:52
372,"""so many people printed on $cei and yet not a single one of them was willing to show you their order details....\n\nthere's a reason why. and it has nothing to do with them being embarrassed or humble.""",2021-09-29 19:50:12
373,'    also curious is this comment about historical dat about $cei or zack\xe2\x80\x99s plays ?',2021-09-29 19:49:58
374,"'ok, i was bored and wanted some excitement so bought some $cei at the dip cause apparently the next $gme or is pesky zacky going to catch me in a web of lies 0o0ou'",2021-09-29 19:46:16
375,'_whales _whales $cei and $dats both had big runs today then at 1:26 ct both got hammered. any logical reason? pump and dump or short attack? any way to know?',2021-09-29 19:46:03
376,"'   so sec is market manipulating again with  stock. care to cover it or just gonna give them a pass? trade freezing 5x in an hour, unprecedented\xe2\x80\xa6 only freezing at stock value increase.  suspect price manipulation to scare sell off for short covers.'",2021-09-29 19:44:49
377,"""rt : $nakd will either get a huge 8k soon or a pump that's 10x the current pump from profit takers of $cei and other hot play\xe2\x80\xa6""",2021-09-29 19:43:37
378,"'rt : cei eng any just understand  how things get manipulated to take advantage  like we do\ncei cal 3,03\xe2\x80\xa6'",2021-09-29 19:42:48
379,"'cei eng any just understand  how things get manipulated to take advantage  like we do\ncei cal 3,03 luve 3,54\neng call 2,44\nany buy buy buy under 6 \nthen buy your lambos or shit like that no matter what '",2021-09-29 19:42:40
380,' that\xe2\x80\x99s $cei or $fami',2021-09-29 19:42:05
381,"' we need the $amc people over here. they\xe2\x80\x99ve halted trading what 3 or 4 times in $cei, '",2021-09-29 19:41:02
382,' cei and vkin to $10 plus or squezze lfg',2021-09-29 19:38:47
383,'ceo speaks in the after hours or tomorrow.get in while dip before this rips in the after hours $cei',2021-09-29 19:37:32
384,"""$nakd will either get a huge 8k soon or a pump that's 10x the current pump from profit takers of $cei and other hot plays. nakd chart is sooo primed for liftoff! \xf0\x9f\x9a\x80\xf0\x9f\x93\x88\xf0\x9f\xa4\x91\xf0\x9f\x94\xa5 """,2021-09-29 19:35:50
385,"'  yea i don\xe2\x80\x99t wanna sound ungrateful or rude because i am very grateful for the cei wins today thank you zach, but i\xe2\x80\x99ve witnessed a lot of my friends end up bag holding on the atlas calls, that\xe2\x80\x99s the blessing and curse of having millions of brain dead followers \xf0\x9f\x98\xac\xf0\x9f\x98\x82'",2021-09-29 19:35:07
386,'$cei you can either play with cei all day or you can go casino !!! kind of same results :)',2021-09-29 19:33:26
387,'is it me or do they halt $cei faster up then down? how the fuck do these halts work?  ',2021-09-29 19:31:27
388,'$cei halted again!!! seems like its getting target today by the bogey men ... or women ',2021-09-29 19:31:16
389,"""and if you think $cei or $dats or $neon or anything was just manipulated by shorts, what the f do you think was happening on the way up?  up good, down bad is short-sided thinking and you truly don't understand how the markets need to and do operate.  \xf0\x9f\xa7\x90 just my .02. """,2021-09-29 19:30:56
390,'my mood has changed so much. i missed today\xe2\x80\x99s $cei rip and i did not want to fomo. but i just got in near the low of the day and i\xe2\x80\x99m feeling good. it\xe2\x80\x99s amazing how much my mood is affected by the market or at least by my own portfolio',2021-09-29 19:30:40
391,'rt :  _org still time to apply to join _org as a research advisor or project officer/ea - applications close\xe2\x80\xa6',2021-09-29 19:30:14
392,'$cei next halt up or down?',2021-09-29 19:29:05
393,"""$cei we're green again! news is coming, breaking carbon capture system that can generate net zero emission power for crypto (or anything else really).""",2021-09-29 19:28:58
394,'rt : $cei with almost 1.3b volume last two days. insane. is the pump over? or dark pools loading the boat?\nmeme traders ran\xe2\x80\xa6',2021-09-29 19:28:47
395,"""everyone freaked at $cei drop cause of short attacks, stop losses were triggered. if you didn't buy back in lower, or add to your position, you just lost money.""",2021-09-29 19:28:06
396,"'$cei just halted at a price of 3.39 and volume 864,870,091. to see the lowest latency alerts available or create your own customized scans, visit us at      '",2021-09-29 19:28:00
397,'$cei with almost 1.3b volume last two days. insane. is the pump over? or dark pools loading the boat?\nmeme traders ran to  $fami',2021-09-29 19:27:25
398,' is it suspicious that both $cei and $dat both ran today and too big dives at the same time 1:26 ct?  both were being pumped by twitter. did i get caught in a pump and dump or was that a short attack?',2021-09-29 19:27:14
399,'rt : $cei.   now trading for 2nd  are strength support.   at 2.99.  .. this will make due for support range or nonstop selloff. .\xe2\x80\xa6',2021-09-29 19:26:46
400,'$cei.   now trading for 2nd  are strength support.   at 2.99.  .. this will make due for support range or nonstop selloff. . ',2021-09-29 19:25:12
401,'rt : $cei broke critical support. $3 needs to hold or this is probably a goner. i took a bit more here for a bounce.',2021-09-29 19:21:17
402,"""$cei come on mm you can't be done with this thing yet. they are about to do one of two things. fuck the shorts or really fuck the longs.""",2021-09-29 19:20:19
403,'rt : dm or like to be added.\n\nrt subs must dm to be added.\n\nfindom femdom onlyfans brat ukdomme sph cei cbt paypig cashslave c\xe2\x80\xa6',2021-09-29 19:20:12
404,'humiliation tasks and joi sessions on skype or facetime now \n\nfindom find findomme femdom paypig paypiggy finsub cashcow humanatm sph kiksession skypesession footbitch footfetish walletdrain cei joi cbt pindick goddess domme exposure humiliation blackmail',2021-09-29 19:20:07
405,"'$cei // what a mid-day dumpster fire. glad i got in and out from 1.60-3.20. if you bought high, hope you can average down or cut those losses. yikes. '",2021-09-29 19:19:57
406,"'$cei clown has spoken. im not selling til im either rich or hit even cuz my shares aint nothing. good luck getting rich, or broke, but never give up. never put life savings into memes. '",2021-09-29 19:19:52
407,"'on my kids, if i had more funds i would load up on $cei. that ish is either going to rip before close or first thing in the morning.'",2021-09-29 19:18:26
408,'$cei broke critical support. $3 needs to hold or this is probably a goner. i took a bit more here for a bounce.',2021-09-29 19:15:57
409,'i missed the last little run up but all out of $cei before the massive dump halts. always take profit. nothing goes straight up or straight down. especially when everyone is celebrating and posting screenshots. ',2021-09-29 19:14:55
410,'$cei come to $bbig cause cei is a mess right now either zack or someone big sold and screwed you guys over come over here to make some of your losses up after all this halts',2021-09-29 19:12:27
411,"""  most people won't read the signs of $cei and will hold onto it, thinking it will bounce, i got out earlier today cause i knew it wasn't and isn't going to last, carbon or no carbon news""",2021-09-29 19:10:46
412,' or running from $cei',2021-09-29 19:10:33
413,' brother you will sell cei at 5 or you already did it ?',2021-09-29 19:10:14
414,'does $cei break the $4s  or down to $3 first?',2021-09-29 19:09:58
415,"'$cei just halted at a price of 3.37 and volume 772,810,769. to see the lowest latency alerts available or create your own customized scans, visit us at      '",2021-09-29 19:09:43
416,'send $ 40 for my drinks tonight losers \npaypal to dm or kik \n\nkik goddess_sami22\n\nfemdom findom dominatrix domme findomaus sissy find paypal joi cei spy humiliation blackmail exposure paypig finsubs cashcow cashlave worshipping',2021-09-29 19:09:40
417,'does $cei go up or down in ah?',2021-09-29 19:09:19
418,"""if you have made anywhere near life changing money on stocks like $cei $dats or $grom (amongst others)\n\ndont be afraid to cash out & change your life. \n\notherwise you'll $wish you had.""",2021-09-29 19:05:38
419,'$celp \xf0\x9f\x91\x80\xf0\x9f\x94\xa5 \n\nwe try and find undervalued  that simply need eyes and love.  \n\ndid 10 videos on them  \n\nsooner or later smart investors find the value.  \n\ndon\xe2\x80\x99t chase find the bottoms \xf0\x9f\x94\xa5\n\n$cei $vkin $xbc.to $xebef $usws $husa ',2021-09-29 19:04:22
420,""" more shadiness from 212. they have halted $cei on their cfd account but not on the isa or invest account. somethings don't change. bunch of criminals""",2021-09-29 19:03:07
421,"'  oh i thought you meant they both got halted and those were attacks my bad. but trust me, nobody is in a bad enough situation to have to attack cei or dats. they don\xe2\x80\x99t have crazy short interest and have tiny market caps. it\xe2\x80\x99s just a normal sell off after a 1000% rise over a month'",2021-09-29 19:03:05
422,'@_ms_izzy $cei..up or down to support?)',2021-09-29 19:02:24
423,"'$cei, congrats to those who gobbled that dip up. \n\nif you didn\xe2\x80\x99t get the dip or don\xe2\x80\x99t like the trade \xf0\x9f\xa4\x90 and do you. '",2021-09-29 18:59:02
424,"""i don't care if you like the guy or not... funny as fuck hahaha $cei $dats """,2021-09-29 18:58:24
425,'_henne so is dats or cei the lead horse?',2021-09-29 18:57:53
426,"'just for fun ... do you think $cei is done, or is this just a dip?'",2021-09-29 18:57:19
427,"""only 2-3% of $cei all shares traded today were shorts. that wasn't likely a short attack, possibly institutions taking profits and/or paper hands with tight stops  _kohrs""",2021-09-29 18:56:34
428,"""one way or another, we're in for a very interesting power hour today.  $cei $dats""",2021-09-29 18:55:42
429,'_trading \xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82 i will only play furu stuff for a day or two max. i don\xe2\x80\x99t care if it runs another 100%. \n\nwe all know all 5 main furus on cei sold there. now they short. \n\nfeel bad for anyone getting bagged on these plays.',2021-09-29 18:55:29
430,"'love how these fuckers halt on the way up, but not on the way down.  out fishing today? or just about that hedgie life?   $cei $amc'",2021-09-29 18:55:24
431,"""$cei talk about some fucking timing. just read _trader 's tweet and realized the abscess had swollen just enough to burst in the next hour or so.\n\nin all honesty i don't like trades like that, the setup is so rare it's not even part of my system. but couldn't resist. """,2021-09-29 18:54:27
432,'rt : dm or like to be added.\n\nrt subs must dm to be added.\n\nfindom femdom onlyfans brat ukdomme sph cei cbt paypig cashslave c\xe2\x80\xa6',2021-09-29 18:53:29
433,"'$cei just halted at a price of 3.79 and volume 716,826,721. to see the lowest latency alerts available or create your own customized scans, visit us at      '",2021-09-29 18:52:48
434,"'$cei \n\ncamber , camber , little star, \nhow i wonder what you are! \nup above the world so high ?\n\nor maybe not \n\noooooooh boy'",2021-09-29 18:51:42
435,'careful on buying the $cei dip - you either will crush it or get crushed',2021-09-29 18:48:34
436,'this is either going to go really bad or really fucking good. $cei ',2021-09-29 18:47:56
437,"'damn, did $cei get a rug a pull, or was it shorted shares getting dumped on it?'",2021-09-29 18:47:06
438,'rt : $nakd $cei \xf0\x9f\x92\xb8\xf0\x9f\x92\xb8\xf0\x9f\x92\xb8\xf0\x9f\x92\xb8\xf0\x9f\x92\xb8\xf0\x9f\x92\xb8\xf0\x9f\x92\xb8\xf0\x9f\x92\xb8\n\nlike or retweet if you holding some \n\ni might take the rest of the week off',2021-09-29 18:45:50
439,"'the institutions are back at it, putting trade freezes on  to protect the financial corporations who short it. how is this legal? can you please freeze all market trades when my portfolio begins going red or do i have to be a fortune 500 to do so?   '",2021-09-29 18:45:09
440,'rt : $rgs 5+\n$cei 5+\n$rig 5+\n$dats 15+\n$bbig 12+ \n$fami .5+\n\nall on or before october 15th ',2021-09-29 18:44:27
441,'still rating dicks until the end of the night \xf0\x9f\xa5\xb5\xf0\x9f\xa5\xb5 \xc2\xa35 entry for text or \xc2\xa315 for video response \n\nfindom finsub paypig sph cei humiliation dick rate cock rate genital virgin slave joi sissification',2021-09-29 18:44:19
442,' we keeping or selling $cei ',2021-09-29 18:43:43
443,"'$cei double halt on the way down. many shorts are taking new positions at these levels. could serve as a momentum killer or rocket fuel. either way, exciting to watch! my position is only extra medium so just enjoying the show'",2021-09-29 18:43:37
444,'$cei we eat this dip or we got dumped on. let\xe2\x80\x99s eat and recover.  load up or was it dumped on you think',2021-09-29 18:43:22
445,'$cei - buy the dip or regret it. ',2021-09-29 18:42:55
446,"'  bc if you had already made back your initial investment on cei or profit then i\xe2\x80\x99d say consider buying back in, but if not then i\xe2\x80\x99d say no bc it\xe2\x80\x99s very volatile rn. but you gotta make your own gut decision\xe2\x80\x99'",2021-09-29 18:42:22
447,'i don\xe2\x80\x99t wanna see any pissed off bag holders for $cei bashing  or . lb called it at .40.',2021-09-29 18:41:55
448,"'$cei just halted at a price of 3.66 and volume 680,699,167. to see the lowest latency alerts available or create your own customized scans, visit us at      '",2021-09-29 18:40:49
449,' or just buy $cei and get rich quick \xf0\x9f\xa4\xb7\xf0\x9f\x8f\xbc\xe2\x80\x8d\xe2\x99\x82\xef\xb8\x8f',2021-09-29 18:39:02
450,'and now let\xe2\x80\x99s go up again\xe2\x80\xa6f shorts or sellers!) $cei',2021-09-29 18:37:15
451,"'$cei is at a amex hault, the stock will not go up or down in this time frame period, but beware, it could drop sanificantly durng this period'",2021-09-29 18:36:01
